Name: Sealed Graffiti | Tilt (Bazooka Pink)                                      $0.03 USD           #1,472
Name: StatTrak(TM) USP-S | Cyrex (Battle-Scarred)                                $5.53 USD           #22
Name: PP-Bizon | Rust Coat (Battle-Scarred)                                      $5.53 USD           #26
Name: UMP-45 | Bone Pile (Factory New)                                           $5.53 USD           #38
Name: StatTrak(TM) MP7 | Impire (Factory New)                                    $5.53 USD           #27
Name: Sticker | olofmeister (Foil) | Atlanta 2017                                $5.54 USD           #15
Name: USP-S | Road Rash (Well-Worn)                                              $5.55 USD           #34
Name: AUG | Syd Mead (Factory New)                                               $5.55 USD           #64
Name: StatTrak(TM) P90 | Desert Warfare (Factory New)                            $5.55 USD           #73
Name: Sticker | ScreaM | MLG Columbus 2016                                       $5.56 USD           #15
Name: StatTrak(TM) M4A1-S | Blood Tiger (Field-Tested)                           $5.56 USD           #114
Name: P250 | Undertow (Factory New)                                              $5.58 USD           #123
Name: Sealed Graffiti | Drug War Veteran                                         $5.58 USD           #25
Name: Souvenir P2000 | Amber Fade (Field-Tested)                                 $5.60 USD           #23
Name: Sticker | Cloud9 (Foil) | MLG Columbus 2016                                $5.60 USD           #145
Name: SCAR-20 | Cyrex (Factory New)                                              $5.61 USD           #80
Name: StatTrak(TM) Glock-18 | Grinder (Factory New)                              $5.63 USD           #121
Name: StatTrak(TM) MAC-10 | Heat (Factory New)                                   $5.64 USD           #38
Name: Sticker | Ninjas in Pyjamas (Holo) | Katowice 2015                         $5.65 USD           #107
Name: Souvenir Galil AR | Cerberus (Well-Worn)                                   $5.66 USD           #8
Name: USP-S | Road Rash (Battle-Scarred)                                         $5.66 USD           #30
Name: StatTrak(TM) AWP | Worm God (Field-Tested)                                 $5.66 USD           #205
Name: Sticker | f0rest (Foil) | Cologne 2016                                     $5.66 USD           #16
Name: M4A1-S | Guardian (Well-Worn)                                              $5.67 USD           #45
Name: StatTrak(TM) M4A1-S | Basilisk (Battle-Scarred)                            $5.67 USD           #75
Name: Glock-18 | Brass (Minimal Wear)                                            $5.69 USD           #32
Name: StatTrak(TM) M4A1-S | Briefing (Minimal Wear)                              $5.71 USD           #107
Name: SSG 08 | Big Iron (Factory New)                                            $5.72 USD           #94
Name: Five-SeveN | Case Hardened (Minimal Wear)                                  $5.72 USD           #313
Name: M4A4 | The Battlestar (Well-Worn)                                          $5.72 USD           #22
Name: Dual Berettas | Duelist (Well-Worn)                                        $5.72 USD           #12
Name: PP-Bizon | Judgement of Anubis (Minimal Wear)                              $5.75 USD           #157
Name: StatTrak(TM) P90 | Shapewood (Battle-Scarred)                              $5.75 USD           #11
Name: StatTrak(TM) Dual Berettas | Hemoglobin (Minimal Wear)                     $5.75 USD           #13
Name: StatTrak(TM) FAMAS | Afterimage (Field-Tested)                             $5.76 USD           #44
Name: DreamHack Cluj-Napoca 2015 Cache Souvenir Package                          $5.76 USD           #113
Name: StatTrak(TM) AUG | Aristocrat (Factory New)                                $5.76 USD           #46
Name: StatTrak(TM) AWP | Worm God (Minimal Wear)                                 $5.78 USD           #231
Name: Music Kit | Kelly Bailey, Hazardous Environments                           $5.79 USD           #16
Name: Sticker | FaZe Clan (Foil) | Cologne 2016                                  $5.79 USD           #57
Name: AK-47 | Orbit Mk01 (Field-Tested)                                          $5.80 USD           #326
Name: M4A1-S | Guardian (Battle-Scarred)                                         $5.80 USD           #35
Name: SG 553 | Bulldozer (Battle-Scarred)                                        $5.81 USD           #12
Name: StatTrak(TM) SSG 08 | Necropos (Factory New)                               $5.81 USD           #43
Name: Music Kit | Daniel Sadowski, Total Domination                              $5.81 USD           #46
Name: Sticker | Cloud9 | DreamHack 2014                                          $5.82 USD           #62
Name: M4A4 | Daybreak (Battle-Scarred)                                           $5.86 USD           #18
Name: ESL One Katowice 2015 Cache Souvenir Package                               $5.86 USD           #121
Name: Autograph Capsule | Challengers (Foil) | Cologne 2016                      $5.89 USD           #59
Name: StatTrak(TM) UMP-45 | Briefing (Factory New)                               $5.89 USD           #29
Name: CZ75-Auto | The Fuschia Is Now (Factory New)                               $5.89 USD           #54
Name: Music Kit | Damjan Mravunac, The Talos Principle                           $5.89 USD           #14
Name: UMP-45 | Minotaur's Labyrinth (Minimal Wear)                               $5.90 USD           #46
Name: StatTrak(TM) Radicals Box                                                  $5.90 USD           #63
Name: Sticker | Virtus.Pro (Holo) | Atlanta 2017                                 $5.90 USD           #46
Name: P90 | Desert Warfare (Battle-Scarred)                                      $6.00 USD           #17
Name: Sticker | Fnatic (Foil) | DreamHack 2014                                   $5.91 USD           #76
Name: Sticker | Happy (Foil) | Cologne 2016                                      $5.90 USD           #16
Name: Dual Berettas | Duelist (Battle-Scarred)                                   $5.94 USD           #19
Name: Dual Berettas | Cobra Strike (Factory New)                                 $5.95 USD           #41
Name: Sticker | loWel (Gold) | Krakow 2017                                       $5.95 USD           #17
Name: Five-SeveN | Neon Kimono (Field-Tested)                                    $5.95 USD           #32
Name: StatTrak(TM) Galil AR | Orange DDPAT (Field-Tested)                        $5.95 USD           #53
Name: XM1014 | Urban Perforated (Factory New)                                    $5.95 USD           #16
Name: Glock-18 | Water Elemental (Well-Worn)                                     $5.98 USD           #37
Name: StatTrak(TM) Music Kit | Blitz Kids, The Good Youth                        $5.98 USD           #84
Name: StatTrak(TM) M4A1-S | Flashback (Field-Tested)                             $5.98 USD           #153
Name: StatTrak(TM) MP9 | Ruby Poison Dart (Battle-Scarred)                       $5.98 USD           #7
Name: StatTrak(TM) G3SG1 | Flux (Well-Worn)                                      $5.98 USD           #13
Name: Sticker | fer (Foil) | Cologne 2016                                        $5.98 USD           #10
Name: SG 553 | Bulldozer (Well-Worn)                                             $5.98 USD           #20
Name: USP-S | Stainless (Factory New)                                            $5.98 USD           #82
Name: Bravo Pin                                                                  $5.98 USD           #32
Name: Souvenir PP-Bizon | Chemical Green (Factory New)                           $5.98 USD           #26
Name: Souvenir FAMAS | Styx (Field-Tested)                                       $5.99 USD           #34
Name: Sticker | kennyS (Foil) | Cologne 2015                                     $6.00 USD           #77
Name: StatTrak(TM) AWP | Worm God (Well-Worn)                                    $6.00 USD           #72
Name: StatTrak(TM) AK-47 | Elite Build (Minimal Wear)                            $6.00 USD           #369
